task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
121,"Conduct a full market analysis: search for industry trends, fetch data from three competitor URLs, r",complex,"[""websearch_search_web"", ""filesystem_read_file"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""websearch_search_web"": 192, ""filesystem_read_file"": 192, ""database_query_db"": 192, ""websearch_fetch_url"": 846, ""analytics_run_analysis"": 1190, ""database_insert_record"": 755, ""filesystem_write_file"": 755, ""analytics_generate_report"": 1595}","{""websearch_search_web"": 1287.0523929595947, ""filesystem_read_file"": 1287.0523929595947, ""database_query_db"": 1287.0523929595947, ""websearch_fetch_url"": 5193.197965621948, ""analytics_run_analysis"": 6401.796340942383, ""database_insert_record"": 3463.3419513702393, ""filesystem_write_file"": 3463.3419513702393, ""analytics_generate_report"": 1095.339298248291}",7593,11,True
122,"Perform a complete system audit: read all configuration files, search for known vulnerabilities in o",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""websearch_search_web"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""websearch_search_web""], [""websearch_search_web"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""filesystem_read_file"": 297, ""websearch_search_web"": 614, ""database_query_db"": 198, ""analytics_run_analysis"": 99, ""database_insert_record"": 515, ""filesystem_write_file"": 515, ""analytics_generate_report"": 1727}","{""filesystem_read_file"": 9763.576984405518, ""websearch_search_web"": 9687.652349472046, ""database_query_db"": 6509.051322937012, ""analytics_run_analysis"": 3254.525661468506, ""database_insert_record"": 6433.12668800354, ""filesystem_write_file"": 6433.12668800354, ""analytics_generate_report"": 3197.585344314575}",6031,11,True
123,"Build a competitive intelligence report: search for top 5 competitors, fetch their pricing pages, re",complex,"[""websearch_search_web"", ""filesystem_read_file"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""websearch_search_web"": 193, ""filesystem_read_file"": 193, ""database_query_db"": 193, ""websearch_fetch_url"": 880, ""analytics_run_analysis"": 452, ""database_insert_record"": 452, ""filesystem_write_file"": 452, ""analytics_generate_report"": 1499}","{""websearch_search_web"": 1412.4970436096191, ""filesystem_read_file"": 1412.4970436096191, ""database_query_db"": 1412.4970436096191, ""websearch_fetch_url"": 10116.122961044312, ""analytics_run_analysis"": 4726.712226867676, ""database_insert_record"": 4726.712226867676, ""filesystem_write_file"": 4726.712226867676, ""analytics_generate_report"": 1338.3285999298096}",6155,12,True
124,"Execute full financial reconciliation: read transaction logs from Q4, query both the accounts and tr",complex,"[""filesystem_read_file"", ""database_query_db"", ""database_query_db"", ""websearch_search_web"", ""websearch_search_web"", ""analytics_run_analysis"", ""analytics_generate_report"", ""database_insert_record"", ""filesystem_write_file"", ""websearch_fetch_url""]","[[""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""websearch_fetch_url""]]","{""filesystem_read_file"": 124, ""database_query_db"": 248, ""websearch_search_web"": 248, ""analytics_run_analysis"": 1049, ""analytics_generate_report"": 332, ""database_insert_record"": 332, ""filesystem_write_file"": 332, ""websearch_fetch_url"": 332}","{""filesystem_read_file"": 2167.6738262176514, ""database_query_db"": 4335.347652435303, ""websearch_search_web"": 4335.347652435303, ""analytics_run_analysis"": 2524.136543273926, ""analytics_generate_report"": 4041.350841522217, ""database_insert_record"": 4041.350841522217, ""filesystem_write_file"": 4041.350841522217, ""websearch_fetch_url"": 4041.350841522217}",4691,10,True
125,"Perform ML pipeline audit: read model configuration files, query the experiments and metrics databas",complex,"[""filesystem_read_file"", ""database_query_db"", ""database_query_db"", ""websearch_search_web"", ""websearch_search_web"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""filesystem_read_file"": 129, ""database_query_db"": 258, ""websearch_search_web"": 258, ""analytics_run_analysis"": 1218, ""database_insert_record"": 553, ""filesystem_write_file"": 553, ""analytics_generate_report"": 553}","{""filesystem_read_file"": 2624.5415210723877, ""database_query_db"": 5249.083042144775, ""websearch_search_web"": 5249.083042144775, ""analytics_run_analysis"": 6947.376251220703, ""database_insert_record"": 4560.84418296814, ""filesystem_write_file"": 4560.84418296814, ""analytics_generate_report"": 4560.84418296814}",5594,10,True
126,"Conduct a full market analysis: search for industry trends, fetch data from three competitor URLs, r",complex,"[""websearch_search_web"", ""filesystem_read_file"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""websearch_search_web"": 193, ""filesystem_read_file"": 193, ""database_query_db"": 193, ""websearch_fetch_url"": 546, ""analytics_run_analysis"": 364, ""database_insert_record"": 475, ""filesystem_write_file"": 475, ""analytics_generate_report"": 475}","{""websearch_search_web"": 1836.6467952728271, ""filesystem_read_file"": 1836.6467952728271, ""database_query_db"": 1836.6467952728271, ""websearch_fetch_url"": 9745.614767074585, ""analytics_run_analysis"": 6497.076511383057, ""database_insert_record"": 5050.253868103027, ""filesystem_write_file"": 5050.253868103027, ""analytics_generate_report"": 5050.253868103027}",4753,11,True
127,"Perform a complete system audit: read all configuration files, search for known vulnerabilities in o",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""websearch_search_web"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""websearch_search_web""], [""websearch_search_web"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""filesystem_read_file"": 216, ""websearch_search_web"": 717, ""database_query_db"": 216, ""analytics_run_analysis"": 108, ""database_insert_record"": 609, ""filesystem_write_file"": 835, ""analytics_generate_report"": 835}","{""filesystem_read_file"": 7980.705261230469, ""websearch_search_web"": 6908.945560455322, ""database_query_db"": 7980.705261230469, ""analytics_run_analysis"": 3990.3526306152344, ""database_insert_record"": 2918.592929840088, ""filesystem_write_file"": 5142.993688583374, ""analytics_generate_report"": 5142.993688583374}",5599,10,True
128,"Build a competitive intelligence report: search for top 5 competitors, fetch their pricing pages, re",complex,"[""websearch_search_web"", ""filesystem_read_file"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""database_insert_record"", ""analytics_generate_report"", ""filesystem_write_file""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""]]","{""websearch_search_web"": 193, ""filesystem_read_file"": 193, ""database_query_db"": 193, ""websearch_fetch_url"": 785, ""analytics_run_analysis"": 157, ""database_insert_record"": 483, ""analytics_generate_report"": 483, ""filesystem_write_file"": 483}","{""websearch_search_web"": 1720.526933670044, ""filesystem_read_file"": 1720.526933670044, ""database_query_db"": 1720.526933670044, ""websearch_fetch_url"": 13177.509307861328, ""analytics_run_analysis"": 2635.5018615722656, ""database_insert_record"": 4043.9975261688232, ""analytics_generate_report"": 4043.9975261688232, ""filesystem_write_file"": 4043.9975261688232}",4701,12,True
129,"Execute full financial reconciliation: read transaction logs from Q4, query both the accounts and tr",complex,"[""filesystem_read_file"", ""database_query_db"", ""database_query_db"", ""websearch_search_web"", ""websearch_search_web"", ""analytics_run_analysis"", ""filesystem_write_file"", ""analytics_generate_report"", ""database_insert_record"", ""database_insert_record"", ""database_insert_record"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""]]","{""filesystem_read_file"": 129, ""database_query_db"": 258, ""websearch_search_web"": 258, ""analytics_run_analysis"": 419, ""filesystem_write_file"": 806, ""analytics_generate_report"": 419, ""database_insert_record"": 1161}","{""filesystem_read_file"": 2364.138603210449, ""database_query_db"": 4728.277206420898, ""websearch_search_web"": 4728.277206420898, ""analytics_run_analysis"": 4466.189861297607, ""filesystem_write_file"": 7201.485395431519, ""analytics_generate_report"": 4466.189861297607, ""database_insert_record"": 8205.886602401733}",5381,12,True
130,"Perform ML pipeline audit: read model configuration files, query the experiments and metrics databas",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""database_query_db"", ""database_query_db"", ""websearch_search_web"", ""websearch_search_web"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""filesystem_read_file"": 214, ""database_query_db"": 214, ""websearch_search_web"": 214, ""analytics_run_analysis"": 1312, ""database_insert_record"": 819, ""filesystem_write_file"": 819, ""analytics_generate_report"": 1731}","{""filesystem_read_file"": 4377.100944519043, ""database_query_db"": 4377.100944519043, ""websearch_search_web"": 4377.100944519043, ""analytics_run_analysis"": 10539.21127319336, ""database_insert_record"": 3902.500629425049, ""filesystem_write_file"": 3902.500629425049, ""analytics_generate_report"": 1205.7249546051025}",7411,11,True
131,"Conduct a full market analysis: search for industry trends, fetch data from three competitor URLs, r",complex,"[""websearch_search_web"", ""filesystem_read_file"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""database_insert_record"", ""analytics_generate_report"", ""filesystem_write_file""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""]]","{""websearch_search_web"": 193, ""filesystem_read_file"": 193, ""database_query_db"": 193, ""websearch_fetch_url"": 843, ""analytics_run_analysis"": 1034, ""database_insert_record"": 608, ""analytics_generate_report"": 608, ""filesystem_write_file"": 1443}","{""websearch_search_web"": 1367.1143054962158, ""filesystem_read_file"": 1367.1143054962158, ""database_query_db"": 1367.1143054962158, ""websearch_fetch_url"": 4104.640960693359, ""analytics_run_analysis"": 3375.8435249328613, ""database_insert_record"": 2514.5809650421143, ""analytics_generate_report"": 2514.5809650421143, ""filesystem_write_file"": 2505.6028366088867}",6787,11,True
132,"Perform a complete system audit: read all configuration files, search for known vulnerabilities in o",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""websearch_search_web"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""websearch_search_web""], [""websearch_search_web"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""filesystem_read_file"": 216, ""websearch_search_web"": 447, ""database_query_db"": 216, ""analytics_run_analysis"": 108, ""database_insert_record"": 339, ""filesystem_write_file"": 339, ""analytics_generate_report"": 339}","{""filesystem_read_file"": 4935.676097869873, ""websearch_search_web"": 8755.280017852783, ""database_query_db"": 4935.676097869873, ""analytics_run_analysis"": 2467.8380489349365, ""database_insert_record"": 6287.441968917847, ""filesystem_write_file"": 6287.441968917847, ""analytics_generate_report"": 6287.441968917847}",3832,10,True
133,"Build a competitive intelligence report: search for top 5 competitors, fetch their pricing pages, re",complex,"[""websearch_search_web"", ""filesystem_read_file"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""websearch_search_web"": 193, ""filesystem_read_file"": 193, ""database_query_db"": 193, ""websearch_fetch_url"": 785, ""analytics_run_analysis"": 157, ""database_insert_record"": 481, ""filesystem_write_file"": 481, ""analytics_generate_report"": 481}","{""websearch_search_web"": 1500.3836154937744, ""filesystem_read_file"": 1500.3836154937744, ""database_query_db"": 1500.3836154937744, ""websearch_fetch_url"": 16162.563562393188, ""analytics_run_analysis"": 3232.5127124786377, ""database_insert_record"": 3985.2874279022217, ""filesystem_write_file"": 3985.2874279022217, ""analytics_generate_report"": 3985.2874279022217}",4754,12,True
134,"Execute full financial reconciliation: read transaction logs from Q4, query both the accounts and tr",complex,"[""filesystem_read_file"", ""database_query_db"", ""database_query_db"", ""websearch_search_web"", ""websearch_search_web"", ""analytics_run_analysis"", ""filesystem_write_file"", ""database_insert_record"", ""websearch_fetch_url"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""filesystem_write_file""], [""filesystem_write_file"", ""database_insert_record""], [""database_insert_record"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_generate_report""]]","{""filesystem_read_file"": 129, ""database_query_db"": 258, ""websearch_search_web"": 258, ""analytics_run_analysis"": 1108, ""filesystem_write_file"": 646, ""database_insert_record"": 646, ""websearch_fetch_url"": 1363, ""analytics_generate_report"": 1562}","{""filesystem_read_file"": 2119.9545860290527, ""database_query_db"": 4239.9091720581055, ""websearch_search_web"": 4239.9091720581055, ""analytics_run_analysis"": 2975.111484527588, ""filesystem_write_file"": 2372.065305709839, ""database_insert_record"": 2372.065305709839, ""websearch_fetch_url"": 1115.6032085418701, ""analytics_generate_report"": 2464.440107345581}",7822,10,True
135,"Perform ML pipeline audit: read model configuration files, query the experiments and metrics databas",complex,"[""filesystem_read_file"", ""database_query_db"", ""database_query_db"", ""websearch_search_web"", ""websearch_search_web"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""filesystem_read_file"": 128, ""database_query_db"": 256, ""websearch_search_web"": 256, ""analytics_run_analysis"": 1153, ""database_insert_record"": 511, ""filesystem_write_file"": 511, ""analytics_generate_report"": 511}","{""filesystem_read_file"": 2216.7515754699707, ""database_query_db"": 4433.503150939941, ""websearch_search_web"": 4433.503150939941, ""analytics_run_analysis"": 3086.571216583252, ""database_insert_record"": 4796.042442321777, ""filesystem_write_file"": 4796.042442321777, ""analytics_generate_report"": 4796.042442321777}",5232,9,True
136,"Conduct a full market analysis: search for industry trends, fetch data from three competitor URLs, r",complex,"[""websearch_search_web"", ""filesystem_read_file"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""websearch_search_web"": 194, ""filesystem_read_file"": 194, ""database_query_db"": 194, ""websearch_fetch_url"": 843, ""analytics_run_analysis"": 1130, ""database_insert_record"": 704, ""filesystem_write_file"": 704, ""analytics_generate_report"": 1501}","{""websearch_search_web"": 1409.0523719787598, ""filesystem_read_file"": 1409.0523719787598, ""database_query_db"": 1409.0523719787598, ""websearch_fetch_url"": 5354.086875915527, ""analytics_run_analysis"": 5096.115589141846, ""database_insert_record"": 2428.3196926116943, ""filesystem_write_file"": 2428.3196926116943, ""analytics_generate_report"": 1214.7634029388428}",7257,11,True
137,"Perform a complete system audit: read all configuration files, search for known vulnerabilities in o",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""websearch_search_web"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""filesystem_read_file"": 216, ""websearch_search_web"": 671, ""database_query_db"": 324, ""analytics_run_analysis"": 563, ""database_insert_record"": 866, ""filesystem_write_file"": 866, ""analytics_generate_report"": 1854}","{""filesystem_read_file"": 7767.657279968262, ""websearch_search_web"": 5976.250648498535, ""database_query_db"": 11651.485919952393, ""analytics_run_analysis"": 2092.4220085144043, ""database_insert_record"": 5974.526166915894, ""filesystem_write_file"": 5974.526166915894, ""analytics_generate_report"": 1297.483205795288}",7560,11,True
138,"Build a competitive intelligence report: search for top 5 competitors, fetch their pricing pages, re",complex,"[""websearch_search_web"", ""filesystem_read_file"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""websearch_search_web"": 193, ""filesystem_read_file"": 193, ""database_query_db"": 193, ""websearch_fetch_url"": 875, ""analytics_run_analysis"": 566, ""database_insert_record"": 566, ""filesystem_write_file"": 737, ""analytics_generate_report"": 737}","{""websearch_search_web"": 1611.581563949585, ""filesystem_read_file"": 1611.581563949585, ""database_query_db"": 1611.581563949585, ""websearch_fetch_url"": 8676.398992538452, ""analytics_run_analysis"": 1412.5516414642334, ""database_insert_record"": 1412.5516414642334, ""filesystem_write_file"": 3797.1551418304443, ""analytics_generate_report"": 3797.1551418304443}",5846,12,True
139,"Execute full financial reconciliation: read transaction logs from Q4, query both the accounts and tr",complex,"[""filesystem_read_file"", ""database_query_db"", ""database_query_db"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""filesystem_write_file"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""database_insert_record"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""filesystem_write_file""], [""filesystem_write_file"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""]]","{""filesystem_read_file"": 109, ""database_query_db"": 327, ""websearch_search_web"": 218, ""analytics_run_analysis"": 351, ""filesystem_write_file"": 351, ""websearch_fetch_url"": 702, ""database_insert_record"": 821, ""analytics_generate_report"": 821}","{""filesystem_read_file"": 2252.0580291748047, ""database_query_db"": 6756.174087524414, ""websearch_search_web"": 4504.116058349609, ""analytics_run_analysis"": 4351.270914077759, ""filesystem_write_file"": 4351.270914077759, ""websearch_fetch_url"": 8702.541828155518, ""database_insert_record"": 2212.2244834899902, ""analytics_generate_report"": 2212.2244834899902}",5698,12,True
140,"Perform ML pipeline audit: read model configuration files, query the experiments and metrics databas",complex,"[""filesystem_read_file"", ""database_query_db"", ""database_query_db"", ""websearch_search_web"", ""websearch_search_web"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report""]","[[""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""]]","{""filesystem_read_file"": 129, ""database_query_db"": 258, ""websearch_search_web"": 258, ""analytics_run_analysis"": 523, ""database_insert_record"": 523, ""filesystem_write_file"": 668, ""analytics_generate_report"": 668}","{""filesystem_read_file"": 2236.5808486938477, ""database_query_db"": 4473.161697387695, ""websearch_search_web"": 4473.161697387695, ""analytics_run_analysis"": 1984.1797351837158, ""database_insert_record"": 1984.1797351837158, ""filesystem_write_file"": 4001.4777183532715, ""analytics_generate_report"": 4001.4777183532715}",4747,9,True
