task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
126,"Conduct full market analysis: search web for trends, fetch 3 competitor URLs, run code to parse pric",complex,"[""websearch_search_web"", ""database_query_db"", ""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""code_run_code"", ""analytics_run_analysis"", ""database_insert_record"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""code_run_code""], [""code_run_code"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 616, ""database_query_db"": 308, ""websearch_fetch_url"": 828, ""vector_embed_query"": 276, ""code_run_code"": 1390, ""analytics_run_analysis"": 753, ""database_insert_record"": 753, ""analytics_generate_report"": 569, ""email_send_email"": 569, ""calendar_create_event"": 569}","{""websearch_search_web"": 5022.274017333984, ""database_query_db"": 2511.137008666992, ""websearch_fetch_url"": 9096.915006637573, ""vector_embed_query"": 3032.3050022125244, ""code_run_code"": 3258.4214210510254, ""analytics_run_analysis"": 2003.1557083129883, ""database_insert_record"": 2003.1557083129883, ""analytics_generate_report"": 2550.496816635132, ""email_send_email"": 2550.496816635132, ""calendar_create_event"": 2550.496816635132}",8778,13,True
127,"Perform complete system audit: read all config files, search for known CVEs online, fetch vulnerabil",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 918, ""websearch_search_web"": 1013, ""websearch_fetch_url"": 1131, ""code_run_code"": 1337, ""vector_embed_query"": 492, ""database_query_db"": 984, ""analytics_run_analysis"": 820, ""database_insert_record"": 820, ""filesystem_write_file"": 499, ""analytics_generate_report"": 499, ""email_send_email"": 499, ""calendar_create_event"": 499}","{""filesystem_read_file"": 4185.074329376221, ""websearch_search_web"": 1638.6964321136475, ""websearch_fetch_url"": 4650.124311447144, ""code_run_code"": 2163.292646408081, ""vector_embed_query"": 1896.0816860198975, ""database_query_db"": 3792.163372039795, ""analytics_run_analysis"": 1470.5650806427002, ""database_insert_record"": 1470.5650806427002, ""filesystem_write_file"": 3841.869831085205, ""analytics_generate_report"": 3841.869831085205, ""email_send_email"": 3841.869831085205, ""calendar_create_event"": 3841.869831085205}",11896,17,True
128,"Build AI pipeline report: read model config files, search arXiv for latest papers, fetch paper abstr",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 457, ""websearch_search_web"": 457, ""websearch_fetch_url"": 1068, ""code_run_code"": 1382, ""vector_embed_query"": 505, ""database_query_db"": 1010, ""analytics_run_analysis"": 844, ""database_insert_record"": 844, ""filesystem_write_file"": 497, ""analytics_generate_report"": 497, ""email_send_email"": 497, ""calendar_create_event"": 497}","{""filesystem_read_file"": 1474.4443893432617, ""websearch_search_web"": 1474.4443893432617, ""websearch_fetch_url"": 7024.1453647613525, ""code_run_code"": 3457.672357559204, ""vector_embed_query"": 3050.7640838623047, ""database_query_db"": 6101.528167724609, ""analytics_run_analysis"": 1509.1638565063477, ""database_insert_record"": 1509.1638565063477, ""filesystem_write_file"": 3162.853956222534, ""analytics_generate_report"": 3162.853956222534, ""email_send_email"": 3162.853956222534, ""calendar_create_event"": 3162.853956222534}",10960,15,True
129,"Execute full customer intelligence workflow: read inbox for customer emails, embed email content for",complex,"[""email_read_inbox"", ""database_query_db"", ""database_query_db"", ""vector_embed_query"", ""vector_search_index"", ""code_run_code"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""email_read_inbox"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""code_run_code""], [""code_run_code"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""email_read_inbox"": 309, ""database_query_db"": 618, ""vector_embed_query"": 1034, ""vector_search_index"": 1098, ""code_run_code"": 1221, ""analytics_run_analysis"": 1317, ""database_insert_record"": 324, ""filesystem_write_file"": 324, ""analytics_generate_report"": 324, ""email_send_email"": 324, ""calendar_create_event"": 324}","{""email_read_inbox"": 1385.7347965240479, ""database_query_db"": 2771.4695930480957, ""vector_embed_query"": 1051.1395931243896, ""vector_search_index"": 852.370023727417, ""code_run_code"": 1383.6596012115479, ""analytics_run_analysis"": 1647.603988647461, ""database_insert_record"": 4082.6380252838135, ""filesystem_write_file"": 4082.6380252838135, ""analytics_generate_report"": 4082.6380252838135, ""email_send_email"": 4082.6380252838135, ""calendar_create_event"": 4082.6380252838135}",9241,12,True
130,"Perform DevOps pipeline audit: read deployment config files, search web for best practices, fetch do",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""vector_search_index"", ""analytics_run_analysis"", ""database_insert_record"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""filesystem_read_file"": 394, ""websearch_search_web"": 197, ""database_query_db"": 394, ""websearch_fetch_url"": 432, ""code_run_code"": 216, ""vector_embed_query"": 216, ""vector_search_index"": 216, ""analytics_run_analysis"": 216, ""database_insert_record"": 568, ""analytics_generate_report"": 568, ""email_send_email"": 568, ""calendar_create_event"": 1922}","{""filesystem_read_file"": 5023.586750030518, ""websearch_search_web"": 2511.793375015259, ""database_query_db"": 5023.586750030518, ""websearch_fetch_url"": 5620.6793785095215, ""code_run_code"": 2810.3396892547607, ""vector_embed_query"": 2810.3396892547607, ""vector_search_index"": 2810.3396892547607, ""analytics_run_analysis"": 2810.3396892547607, ""database_insert_record"": 3532.5264930725098, ""analytics_generate_report"": 3532.5264930725098, ""email_send_email"": 3532.5264930725098, ""calendar_create_event"": 4080.9764862060547}",8233,16,True
131,"Conduct full market analysis: search web for trends, fetch 3 competitor URLs, run code to parse pric",complex,"[""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 612, ""database_query_db"": 306, ""websearch_fetch_url"": 1074, ""code_run_code"": 1259, ""vector_embed_query"": 686, ""analytics_run_analysis"": 686, ""database_insert_record"": 584, ""filesystem_write_file"": 584, ""email_send_email"": 584, ""calendar_create_event"": 1866}","{""websearch_search_web"": 2964.5471572875977, ""database_query_db"": 1482.2735786437988, ""websearch_fetch_url"": 5734.509229660034, ""code_run_code"": 2401.796340942383, ""vector_embed_query"": 2111.1369132995605, ""analytics_run_analysis"": 2111.1369132995605, ""database_insert_record"": 4115.654468536377, ""filesystem_write_file"": 4115.654468536377, ""email_send_email"": 4115.654468536377, ""calendar_create_event"": 1778.5062789916992}",10348,13,True
132,"Perform complete system audit: read all config files, search for known CVEs online, fetch vulnerabil",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""code_run_code"", ""vector_embed_query"", ""vector_search_index"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 334, ""websearch_search_web"": 334, ""database_query_db"": 334, ""code_run_code"": 650, ""vector_embed_query"": 650, ""vector_search_index"": 770, ""analytics_run_analysis"": 770, ""database_insert_record"": 901, ""filesystem_write_file"": 901, ""analytics_generate_report"": 674, ""email_send_email"": 674, ""calendar_create_event"": 674}","{""filesystem_read_file"": 4081.2363624572754, ""websearch_search_web"": 4081.2363624572754, ""database_query_db"": 4081.2363624572754, ""code_run_code"": 1928.175687789917, ""vector_embed_query"": 1928.175687789917, ""vector_search_index"": 2398.2765674591064, ""analytics_run_analysis"": 2398.2765674591064, ""database_insert_record"": 2232.139825820923, ""filesystem_write_file"": 2232.139825820923, ""analytics_generate_report"": 4164.752244949341, ""email_send_email"": 4164.752244949341, ""calendar_create_event"": 4164.752244949341}",10164,15,True
133,"Build AI pipeline report: read model config files, search arXiv for latest papers, fetch paper abstr",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""database_query_db"", ""analytics_run_analysis"", ""vector_search_index"", ""database_insert_record"", ""filesystem_write_file"", ""email_send_email"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""vector_search_index""], [""vector_search_index"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 457, ""websearch_search_web"": 457, ""websearch_fetch_url"": 1120, ""code_run_code"": 1335, ""vector_embed_query"": 717, ""database_query_db"": 717, ""analytics_run_analysis"": 780, ""vector_search_index"": 780, ""database_insert_record"": 887, ""filesystem_write_file"": 887, ""email_send_email"": 1314, ""calendar_create_event"": 657}","{""filesystem_read_file"": 1042.3235893249512, ""websearch_search_web"": 1042.3235893249512, ""websearch_fetch_url"": 9274.49107170105, ""code_run_code"": 1124.5248317718506, ""vector_embed_query"": 1136.1210346221924, ""database_query_db"": 1136.1210346221924, ""analytics_run_analysis"": 1184.6554279327393, ""vector_search_index"": 1184.6554279327393, ""database_insert_record"": 2042.6197052001953, ""filesystem_write_file"": 2042.6197052001953, ""email_send_email"": 3990.452289581299, ""calendar_create_event"": 1995.2261447906494}",12507,17,True
134,"Execute full customer intelligence workflow: read inbox for customer emails, embed email content for",complex,"[""email_read_inbox"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""database_query_db"", ""database_query_db"", ""code_run_code"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""email_read_inbox"": 868, ""vector_embed_query"": 1005, ""vector_search_index"": 1188, ""database_query_db"": 1386, ""code_run_code"": 1520, ""analytics_run_analysis"": 831, ""database_insert_record"": 831, ""filesystem_write_file"": 935, ""analytics_generate_report"": 935, ""email_send_email"": 1024, ""calendar_create_event"": 1024}","{""email_read_inbox"": 757.5657367706299, ""vector_embed_query"": 5171.366930007935, ""vector_search_index"": 4994.808197021484, ""database_query_db"": 3208.423614501953, ""code_run_code"": 2193.553686141968, ""analytics_run_analysis"": 2392.5511837005615, ""database_insert_record"": 2392.5511837005615, ""filesystem_write_file"": 2156.0935974121094, ""analytics_generate_report"": 2156.0935974121094, ""email_send_email"": 2491.1510944366455, ""calendar_create_event"": 2491.1510944366455}",13920,16,True
135,"Perform DevOps pipeline audit: read deployment config files, search web for best practices, fetch do",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""vector_search_index"", ""analytics_run_analysis"", ""database_insert_record"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""filesystem_write_file""]]","{""filesystem_read_file"": 392, ""websearch_search_web"": 196, ""database_query_db"": 392, ""websearch_fetch_url"": 602, ""code_run_code"": 301, ""vector_embed_query"": 301, ""vector_search_index"": 482, ""analytics_run_analysis"": 482, ""database_insert_record"": 482, ""analytics_generate_report"": 572, ""email_send_email"": 572, ""calendar_create_event"": 572, ""filesystem_write_file"": 1976}","{""filesystem_read_file"": 6176.1345863342285, ""websearch_search_web"": 3088.0672931671143, ""database_query_db"": 6176.1345863342285, ""websearch_fetch_url"": 3297.0523834228516, ""code_run_code"": 1648.5261917114258, ""vector_embed_query"": 1648.5261917114258, ""vector_search_index"": 2122.2715377807617, ""analytics_run_analysis"": 2122.2715377807617, ""database_insert_record"": 2122.2715377807617, ""analytics_generate_report"": 2414.644956588745, ""email_send_email"": 2414.644956588745, ""calendar_create_event"": 2414.644956588745, ""filesystem_write_file"": 2423.196792602539}",9654,16,True
136,"Conduct full market analysis: search web for trends, fetch 3 competitor URLs, run code to parse pric",complex,"[""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""analytics_run_analysis"", ""database_insert_record"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 612, ""database_query_db"": 306, ""websearch_fetch_url"": 1080, ""code_run_code"": 1337, ""code_get_output"": 1387, ""vector_embed_query"": 769, ""analytics_run_analysis"": 769, ""database_insert_record"": 859, ""analytics_generate_report"": 859, ""email_send_email"": 949, ""calendar_create_event"": 949}","{""websearch_search_web"": 3117.558002471924, ""database_query_db"": 1558.779001235962, ""websearch_fetch_url"": 4687.909126281738, ""code_run_code"": 3834.209680557251, ""code_get_output"": 1112.6368045806885, ""vector_embed_query"": 2201.547622680664, ""analytics_run_analysis"": 2201.547622680664, ""database_insert_record"": 1640.2802467346191, ""analytics_generate_report"": 1640.2802467346191, ""email_send_email"": 2551.4707565307617, ""calendar_create_event"": 2551.4707565307617}",12141,14,True
137,"Perform complete system audit: read all config files, search for known CVEs online, fetch vulnerabil",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""code_run_code"", ""vector_embed_query"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 264, ""websearch_search_web"": 264, ""code_run_code"": 132, ""vector_embed_query"": 132, ""database_query_db"": 264, ""analytics_run_analysis"": 506, ""filesystem_write_file"": 253, ""analytics_generate_report"": 253, ""email_send_email"": 253, ""calendar_create_event"": 253}","{""filesystem_read_file"": 5130.179405212402, ""websearch_search_web"": 5130.179405212402, ""code_run_code"": 2565.089702606201, ""vector_embed_query"": 2565.089702606201, ""database_query_db"": 5130.179405212402, ""analytics_run_analysis"": 6118.105411529541, ""filesystem_write_file"": 3059.0527057647705, ""analytics_generate_report"": 3059.0527057647705, ""email_send_email"": 3059.0527057647705, ""calendar_create_event"": 3059.0527057647705}",4686,14,True
138,"Build AI pipeline report: read model config files, search arXiv for latest papers, fetch paper abstr",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""vector_search_index"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""email_send_email"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 244, ""websearch_search_web"": 244, ""database_query_db"": 488, ""websearch_fetch_url"": 395, ""code_run_code"": 395, ""vector_embed_query"": 395, ""vector_search_index"": 682, ""analytics_run_analysis"": 682, ""database_insert_record"": 814, ""filesystem_write_file"": 814, ""email_send_email"": 1236, ""calendar_create_event"": 618}","{""filesystem_read_file"": 1704.54740524292, ""websearch_search_web"": 1704.54740524292, ""database_query_db"": 3409.09481048584, ""websearch_fetch_url"": 1423.5517978668213, ""code_run_code"": 1423.5517978668213, ""vector_embed_query"": 1423.5517978668213, ""vector_search_index"": 1244.1322803497314, ""analytics_run_analysis"": 1244.1322803497314, ""database_insert_record"": 2480.3223609924316, ""filesystem_write_file"": 2480.3223609924316, ""email_send_email"": 8944.223403930664, ""calendar_create_event"": 4472.111701965332}",9248,14,True
139,"Execute full customer intelligence workflow: read inbox for customer emails, embed email content for",complex,"[""email_read_inbox"", ""vector_embed_query"", ""database_query_db"", ""database_query_db"", ""code_run_code"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""email_read_inbox"": 186, ""vector_embed_query"": 186, ""database_query_db"": 372, ""code_run_code"": 186, ""analytics_run_analysis"": 186, ""database_insert_record"": 320, ""filesystem_write_file"": 320, ""analytics_generate_report"": 320, ""email_send_email"": 320, ""calendar_create_event"": 320}","{""email_read_inbox"": 4511.648178100586, ""vector_embed_query"": 4511.648178100586, ""database_query_db"": 9023.296356201172, ""code_run_code"": 4511.648178100586, ""analytics_run_analysis"": 4511.648178100586, ""database_insert_record"": 4075.660467147827, ""filesystem_write_file"": 4075.660467147827, ""analytics_generate_report"": 4075.660467147827, ""email_send_email"": 4075.660467147827, ""calendar_create_event"": 4075.660467147827}",4797,11,True
140,"Perform DevOps pipeline audit: read deployment config files, search web for best practices, fetch do",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""vector_search_index"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 396, ""websearch_search_web"": 198, ""database_query_db"": 396, ""websearch_fetch_url"": 608, ""code_run_code"": 304, ""vector_embed_query"": 304, ""vector_search_index"": 485, ""analytics_run_analysis"": 485, ""database_insert_record"": 485, ""filesystem_write_file"": 466, ""analytics_generate_report"": 466, ""email_send_email"": 466, ""calendar_create_event"": 466}","{""filesystem_read_file"": 4810.595512390137, ""websearch_search_web"": 2405.2977561950684, ""database_query_db"": 4810.595512390137, ""websearch_fetch_url"": 3149.744987487793, ""code_run_code"": 1574.8724937438965, ""vector_embed_query"": 1574.8724937438965, ""vector_search_index"": 2734.8546981811523, ""analytics_run_analysis"": 2734.8546981811523, ""database_insert_record"": 2734.8546981811523, ""filesystem_write_file"": 4498.506307601929, ""analytics_generate_report"": 4498.506307601929, ""email_send_email"": 4498.506307601929, ""calendar_create_event"": 4498.506307601929}",7849,16,True
