task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
132,"Search the web for the contact details of five potential partner organizations, fetch their public p",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""email_send_email"", ""email_send_email"", ""email_send_email"", ""email_send_email"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""email_send_email""]]","{""websearch_search_web"": 823, ""websearch_fetch_url"": 980, ""email_send_email"": 1605}","{""websearch_search_web"": 861.7804050445557, ""websearch_fetch_url"": 12297.570705413818, ""email_send_email"": 37008.45241546631}",5325,11,True
133,"Search the web for the travel and visa requirements for an upcoming international conference, fetch ",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""calendar_list_events"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""websearch_search_web"": 829, ""websearch_fetch_url"": 928, ""calendar_list_events"": 1033, ""calendar_create_event"": 3873}","{""websearch_search_web"": 1410.9275341033936, ""websearch_fetch_url"": 3025.632381439209, ""calendar_list_events"": 1016.0284042358398, ""calendar_create_event"": 8775.887727737427}",8415,9,True
134,"Search the web for the changelog of a major dependency's latest release, fetch the full changelog, a",complex,[],[],{},{},836,0,True
135,"Search the web for the ten most-cited papers in our research area published this year, fetch each ab",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""]]","{""websearch_search_web"": 828, ""websearch_fetch_url"": 3981, ""vector_embed_query"": 1381}","{""websearch_search_web"": 857.576847076416, ""websearch_fetch_url"": 22556.689023971558, ""vector_embed_query"": 1646.34108543396}",7691,12,True
136,"Search the web for a full compliance checklist relevant to our industry, fetch the complete document",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""filesystem_write_file""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""filesystem_write_file""]]","{""websearch_search_web"": 824, ""websearch_fetch_url"": 883, ""filesystem_write_file"": 1228}","{""websearch_search_web"": 1013.8778686523438, ""websearch_fetch_url"": 903.1779766082764, ""filesystem_write_file"": 4158.395051956177}",4311,3,True
137,"Search the web for a list of newly announced data-privacy regulations, fetch details on each, and qu",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""database_query_db""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""database_query_db""]]","{""websearch_search_web"": 830, ""websearch_fetch_url"": 975, ""database_query_db"": 1111}","{""websearch_search_web"": 933.3596229553223, ""websearch_fetch_url"": 6754.607677459717, ""database_query_db"": 977.0162105560303}",4305,5,True
138,"Search the web for three independent industry analyst reports on our sector, fetch each one, and run",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""filesystem_write_file"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""filesystem_write_file""], [""filesystem_write_file"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 826, ""websearch_fetch_url"": 939, ""filesystem_write_file"": 1115, ""database_query_db"": 1163, ""analytics_run_analysis"": 1264, ""analytics_generate_report"": 1352}","{""websearch_search_web"": 989.3872737884521, ""websearch_fetch_url"": 8982.84888267517, ""filesystem_write_file"": 2221.1873531341553, ""database_query_db"": 907.9596996307373, ""analytics_run_analysis"": 1948.5805034637451, ""analytics_generate_report"": 1643.4078216552734}",8242,8,True
139,"Search the web for the contact details of five potential partner organizations, fetch their public p",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""email_send_email"", ""email_send_email"", ""email_send_email"", ""email_send_email"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""email_send_email""]]","{""websearch_search_web"": 830, ""websearch_fetch_url"": 980, ""email_send_email"": 1590}","{""websearch_search_web"": 1066.2062168121338, ""websearch_fetch_url"": 13810.814619064331, ""email_send_email"": 49041.03636741638}",5279,11,True
140,"Search the web for the travel and visa requirements for an upcoming international conference, fetch ",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""websearch_search_web"": 830, ""websearch_fetch_url"": 951, ""calendar_create_event"": 6177}","{""websearch_search_web"": 2290.8313274383545, ""websearch_fetch_url"": 7756.065845489502, ""calendar_create_event"": 6955.54518699646}",9608,9,True
141,"Search the web for the changelog of a major dependency's latest release, fetch the full changelog, a",complex,[],[],{},{},845,0,True
142,"Search the web for the ten most-cited papers in our research area published this year, fetch each ab",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""]]","{""websearch_search_web"": 830, ""websearch_fetch_url"": 1100, ""vector_embed_query"": 1700}","{""websearch_search_web"": 1619.9696063995361, ""websearch_fetch_url"": 50883.846282958984, ""vector_embed_query"": 67250.23746490479}",5916,21,True
143,"Search the web for a full compliance checklist relevant to our industry, fetch the complete document",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""filesystem_write_file""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""filesystem_write_file""]]","{""websearch_search_web"": 826, ""websearch_fetch_url"": 886, ""filesystem_write_file"": 1066}","{""websearch_search_web"": 868.0779933929443, ""websearch_fetch_url"": 852.2841930389404, ""filesystem_write_file"": 2512.8426551818848}",3920,3,True
144,"Search the web for a list of newly announced data-privacy regulations, fetch details on each, and qu",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""database_query_db""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""]]","{""websearch_search_web"": 830, ""websearch_fetch_url"": 976, ""database_query_db"": 1232}","{""websearch_search_web"": 1047.468662261963, ""websearch_fetch_url"": 9180.119514465332, ""database_query_db"": 12847.9585647583}",4803,9,True
145,"Search the web for three independent industry analyst reports on our sector, fetch each one, and run",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""database_query_db"", ""analytics_run_analysis""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""]]","{""websearch_search_web"": 827, ""websearch_fetch_url"": 942, ""analytics_run_analysis"": 1817, ""database_query_db"": 567}","{""websearch_search_web"": 961.4465236663818, ""websearch_fetch_url"": 5267.789840698242, ""analytics_run_analysis"": 5016.624689102173, ""database_query_db"": 2905.0774574279785}",5623,7,True
146,"Search the web for the contact details of five potential partner organizations, fetch their public p",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""email_send_email"", ""email_send_email"", ""email_send_email"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""email_send_email""], [""email_send_email"", ""email_send_email""]]","{""websearch_search_web"": 823, ""websearch_fetch_url"": 985, ""email_send_email"": 1616}","{""websearch_search_web"": 797.372579574585, ""websearch_fetch_url"": 13845.77751159668, ""email_send_email"": 38806.76460266113}",5351,10,True
147,"Search the web for the travel and visa requirements for an upcoming international conference, fetch ",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""calendar_list_events"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""websearch_search_web"": 832, ""websearch_fetch_url"": 942, ""calendar_list_events"": 1058, ""calendar_create_event"": 2482}","{""websearch_search_web"": 889.0964984893799, ""websearch_fetch_url"": 6964.285612106323, ""calendar_list_events"": 1577.8770446777344, ""calendar_create_event"": 9860.548257827759}",6969,9,True
148,"Search the web for the changelog of a major dependency's latest release, fetch the full changelog, a",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""]]","{""websearch_search_web"": 827, ""websearch_fetch_url"": 887, ""code_run_code"": 1041, ""code_get_output"": 1091}","{""websearch_search_web"": 1222.7368354797363, ""websearch_fetch_url"": 950.2246379852295, ""code_run_code"": 2654.6003818511963, ""code_get_output"": 1103.647232055664}",5051,4,True
149,"Search the web for the ten most-cited papers in our research area published this year, fetch each ab",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""]]","{""websearch_search_web"": 834, ""websearch_fetch_url"": 1110, ""vector_embed_query"": 1660}","{""websearch_search_web"": 1091.170310974121, ""websearch_fetch_url"": 54054.367542266846, ""vector_embed_query"": 84992.63763427734}",5791,21,True
150,"Search the web for a full compliance checklist relevant to our industry, fetch the complete document",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""filesystem_write_file""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""filesystem_write_file""]]","{""websearch_search_web"": 824, ""websearch_fetch_url"": 888, ""filesystem_write_file"": 1156}","{""websearch_search_web"": 962.7490043640137, ""websearch_fetch_url"": 1866.9312000274658, ""filesystem_write_file"": 3907.581567764282}",4235,3,True
