task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
125,"Read every config file in the release bundle, search the web for security advisories matching each l",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""]]","{""filesystem_read_file"": 2643, ""websearch_search_web"": 1026, ""database_query_db"": 1174}","{""filesystem_read_file"": 2740.15736579895, ""websearch_search_web"": 2471.1437225341797, ""database_query_db"": 3204.6942710876465}",6364,7,True
126,"Search the web for the latest industry compliance thresholds, query the database for every record th",complex,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 824, ""database_query_db"": 892, ""analytics_run_analysis"": 984, ""analytics_generate_report"": 1073}","{""websearch_search_web"": 1003.9067268371582, ""database_query_db"": 955.4343223571777, ""analytics_run_analysis"": 2407.3047637939453, ""analytics_generate_report"": 1180.7994842529297}",5041,4,True
127,"Query the compliance database for all flagged accounts, run a full risk analysis across every flagge",complex,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 825, ""analytics_run_analysis"": 919, ""analytics_generate_report"": 1006, ""email_send_email"": 1121}","{""database_query_db"": 1078.6433219909668, ""analytics_run_analysis"": 2154.414653778076, ""analytics_generate_report"": 1368.2854175567627, ""email_send_email"": 1766.2129402160645}",5081,4,True
128,"Run a full statistical analysis reconciling three separate data sources, email a detailed report to ",complex,"[""database_query_db"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_list_events"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""database_query_db"": 2655, ""analytics_run_analysis"": 1112, ""analytics_generate_report"": 1200, ""email_send_email"": 1323, ""calendar_list_events"": 1400, ""calendar_create_event"": 1629}","{""database_query_db"": 3608.5269451141357, ""analytics_run_analysis"": 2398.2901573181152, ""analytics_generate_report"": 1413.780689239502, ""email_send_email"": 1892.2393321990967, ""calendar_list_events"": 1285.9418392181396, ""calendar_create_event"": 11314.359426498413}",11236,10,True
129,"Read the inbox for every escalation this week, create calendar events for each escalation's resoluti",complex,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 4740}","{""email_read_inbox"": 6675.557374954224}",5921,5,True
130,"List every calendar event across the next quarter, run code to categorize each event by project, and",complex,"[""calendar_list_events"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""calendar_list_events"": 848, ""code_run_code"": 975, ""code_get_output"": 1025, ""vector_embed_query"": 1114}","{""calendar_list_events"": 1343.1620597839355, ""code_run_code"": 1356.2078475952148, ""code_get_output"": 1238.7940883636475, ""vector_embed_query"": 1750.6046295166016}",5202,4,True
131,"Run a full code-based extraction of this release's changelog, search the vector index for related hi",complex,"[""code_run_code"", ""vector_search_index"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""filesystem_write_file""]]","{""code_run_code"": 488, ""vector_search_index"": 488, ""filesystem_write_file"": 1242}","{""code_run_code"": 2626.9028186798096, ""vector_search_index"": 2626.9028186798096, ""filesystem_write_file"": 2795.0565814971924}",3635,3,True
132,"Search the vector index for every related past audit finding, read each matching file, and search th",complex,"[""vector_search_index"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web""]","[[""vector_search_index"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""]]","{""vector_search_index"": 829, ""filesystem_read_file"": 951, ""websearch_search_web"": 1113}","{""vector_search_index"": 972.5604057312012, ""filesystem_read_file"": 4196.609973907471, ""websearch_search_web"": 4344.555616378784}",4329,7,True
133,"Read every config file in the release bundle, search the web for security advisories matching each l",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""]]","{""filesystem_read_file"": 827, ""websearch_search_web"": 936, ""database_query_db"": 1143}","{""filesystem_read_file"": 932.8265190124512, ""websearch_search_web"": 5731.21976852417, ""database_query_db"": 6238.928318023682}",4287,7,True
134,"Search the web for the latest industry compliance thresholds, query the database for every record th",complex,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 824, ""database_query_db"": 892, ""analytics_run_analysis"": 989, ""analytics_generate_report"": 1075}","{""websearch_search_web"": 1115.2071952819824, ""database_query_db"": 998.9523887634277, ""analytics_run_analysis"": 1793.5125827789307, ""analytics_generate_report"": 1143.388271331787}",5023,4,True
135,"Query the compliance database for all flagged accounts, run a full risk analysis across every flagge",complex,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 831, ""analytics_run_analysis"": 922, ""analytics_generate_report"": 1009, ""email_send_email"": 1124}","{""database_query_db"": 1055.5322170257568, ""analytics_run_analysis"": 1704.5447826385498, ""analytics_generate_report"": 1317.7616596221924, ""email_send_email"": 1384.7160339355469}",5097,4,True
136,"Run a full statistical analysis reconciling three separate data sources, email a detailed report to ",complex,"[""database_query_db"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""database_query_db"": 2137, ""analytics_run_analysis"": 1308, ""analytics_generate_report"": 1394, ""email_send_email"": 418, ""calendar_create_event"": 1254}","{""database_query_db"": 8429.569959640503, ""analytics_run_analysis"": 1692.2078132629395, ""analytics_generate_report"": 1561.4240169525146, ""email_send_email"": 3616.490125656128, ""calendar_create_event"": 10849.470376968384}",8588,10,True
137,"Read the inbox for every escalation this week, create calendar events for each escalation's resoluti",complex,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""calendar_list_events"", ""websearch_search_web"", ""code_run_code"", ""code_get_output"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_list_events""], [""calendar_list_events"", ""websearch_search_web""], [""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_read_inbox"": 2661, ""calendar_list_events"": 1033, ""websearch_search_web"": 1111, ""code_run_code"": 1351, ""code_get_output"": 1400, ""calendar_create_event"": 1578}","{""email_read_inbox"": 3420.2351570129395, ""calendar_list_events"": 1147.2539901733398, ""websearch_search_web"": 1005.748987197876, ""code_run_code"": 2681.07271194458, ""code_get_output"": 1356.6129207611084, ""calendar_create_event"": 20429.020643234253}",11007,10,True
138,"List every calendar event across the next quarter, run code to categorize each event by project, and",complex,"[""calendar_list_events"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""calendar_list_events"": 848, ""code_run_code"": 989, ""code_get_output"": 1039, ""vector_embed_query"": 1128}","{""calendar_list_events"": 1286.4391803741455, ""code_run_code"": 1585.832118988037, ""code_get_output"": 1037.2314453125, ""vector_embed_query"": 1275.3734588623047}",5310,4,True
139,"Run a full code-based extraction of this release's changelog, search the vector index for related hi",complex,"[""code_run_code"", ""vector_search_index"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""filesystem_write_file""]]","{""code_run_code"": 488, ""vector_search_index"": 488, ""filesystem_write_file"": 1209}","{""code_run_code"": 9691.73288345337, ""vector_search_index"": 9691.73288345337, ""filesystem_write_file"": 3044.9204444885254}",3535,3,True
140,"Search the vector index for every related past audit finding, read each matching file, and search th",complex,"[""vector_search_index"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web""]","[[""vector_search_index"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""]]","{""vector_search_index"": 830, ""filesystem_read_file"": 966, ""websearch_search_web"": 1146}","{""vector_search_index"": 1099.0982055664062, ""filesystem_read_file"": 5350.924015045166, ""websearch_search_web"": 5547.114372253418}",4391,7,True
141,"Read every config file in the release bundle, search the web for security advisories matching each l",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""websearch_search_web""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""websearch_search_web""]]","{""filesystem_read_file"": 9324, ""websearch_search_web"": 6366, ""database_query_db"": 798}","{""filesystem_read_file"": 10215.83604812622, ""websearch_search_web"": 14304.201364517212, ""database_query_db"": 1321.4747905731201}",18298,15,True
142,"Search the web for the latest industry compliance thresholds, query the database for every record th",complex,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 824, ""database_query_db"": 891, ""analytics_run_analysis"": 988, ""analytics_generate_report"": 1076}","{""websearch_search_web"": 1120.6276416778564, ""database_query_db"": 1205.0025463104248, ""analytics_run_analysis"": 1331.1872482299805, ""analytics_generate_report"": 1486.1876964569092}",5052,4,True
143,"Query the compliance database for all flagged accounts, run a full risk analysis across every flagge",complex,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 825, ""analytics_run_analysis"": 919, ""analytics_generate_report"": 1007, ""email_send_email"": 1167}","{""database_query_db"": 994.4534301757812, ""analytics_run_analysis"": 3638.335943222046, ""analytics_generate_report"": 1117.1858310699463, ""email_send_email"": 2408.818483352661}",5255,4,True
144,"Run a full statistical analysis reconciling three separate data sources, email a detailed report to ",complex,[],[],{},{},992,0,True
145,"Read the inbox for every escalation this week, create calendar events for each escalation's resoluti",complex,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""calendar_list_events"", ""code_run_code"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_list_events""], [""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_read_inbox"": 3670, ""calendar_list_events"": 1094, ""code_run_code"": 1443, ""calendar_create_event"": 1647}","{""email_read_inbox"": 3758.741617202759, ""calendar_list_events"": 1277.1902084350586, ""code_run_code"": 4056.5810203552246, ""calendar_create_event"": 7258.042573928833}",9799,9,True
146,"List every calendar event across the next quarter, run code to categorize each event by project, and",complex,"[""calendar_list_events"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""calendar_list_events"": 848, ""code_run_code"": 988, ""code_get_output"": 1038, ""vector_embed_query"": 1126}","{""calendar_list_events"": 1182.0788383483887, ""code_run_code"": 1445.3716278076172, ""code_get_output"": 1075.5174160003662, ""vector_embed_query"": 1189.9855136871338}",5288,4,True
147,"Run a full code-based extraction of this release's changelog, search the vector index for related hi",complex,"[""code_run_code"", ""vector_search_index"", ""code_get_output"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""code_run_code"": 474, ""vector_search_index"": 474, ""code_get_output"": 1038, ""filesystem_write_file"": 1210}","{""code_run_code"": 1960.0369930267334, ""vector_search_index"": 1960.0369930267334, ""code_get_output"": 866.7223453521729, ""filesystem_write_file"": 2248.548984527588}",4596,4,True
148,"Search the vector index for every related past audit finding, read each matching file, and search th",complex,"[""vector_search_index"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web""]","[[""vector_search_index"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""]]","{""vector_search_index"": 828, ""filesystem_read_file"": 948, ""websearch_search_web"": 1110}","{""vector_search_index"": 897.9268074035645, ""filesystem_read_file"": 11435.578107833862, ""websearch_search_web"": 5966.797113418579}",4284,7,True
149,"Read every config file in the release bundle, search the web for security advisories matching each l",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""filesystem_write_file""]]","{""filesystem_read_file"": 829, ""websearch_search_web"": 1558, ""database_query_db"": 338, ""filesystem_write_file"": 1211}","{""filesystem_read_file"": 1066.2171840667725, ""websearch_search_web"": 4372.259616851807, ""database_query_db"": 1769.7691917419434, ""filesystem_write_file"": 1756.1659812927246}",5339,6,True
150,"Search the web for the latest industry compliance thresholds, query the database for every record th",complex,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 824, ""database_query_db"": 895, ""analytics_run_analysis"": 987, ""analytics_generate_report"": 1074}","{""websearch_search_web"": 951.6775608062744, ""database_query_db"": 1135.8611583709717, ""analytics_run_analysis"": 1501.725673675537, ""analytics_generate_report"": 1721.8337059020996}",5050,4,True
